sucursal,producto,año,mes,cantidad,ingreso,costo
Centro,Pinot Noir,2022,05,4211,24453887.25,15260626.97
Centro,Chardonnay,2022,05,5421,22149198.58,13323345.37
Centro,Sauvignon Blanc,2022,05,3278,9988432.98,7372128.63
Sur,Cabernet Sauvignon,2022,05,6274,26339499.87,16033991.6
Sur,Merlot,2022,05,3655,10095152.38,6349615.56
Sur,Pinot Noir,2022,05,4055,24091792.46,16358165.97
Sur,Chardonnay,2022,05,5791,25093995.28,19147963.41
Sur,Sauvignon Blanc,2022,05,3724,10788710.63,7851033.11
Norte,Cabernet Sauvignon,2022,06,6338,28893983.27,21273024.91
Norte,Merlot,2022,06,3947,12336646.43,9243124.99
Norte,Pinot Noir,2022,06,4224,23773438.98,14840857.78
Norte,Chardonnay,2022,06,5976,24779154.68,19030271.99
Norte,Sauvignon Blanc,2022,06,3847,10976955.52,8266465.36
Centro,Cabernet Sauvignon,2022,06,5574,23706757.02,14718071.66
Centro,Merlot,2022,06,3682,10947096.75,8421596.34
Centro,Pinot Noir,2022,06,4254,24785042.4,15217339.97
Centro,Chardonnay,2022,06,5527,23175677.8,17215992.1
Centro,Sauvignon Blanc,2022,06,3312,10480343.92,6323783.99
Sur,Cabernet Sauvignon,2022,06,5746,22646080.69,13597596.18
Sur,Merlot,2022,06,4098,13099137.77,8695754.57
Sur,Pinot Noir,2022,06,4712,29074683.52,21035620.31
Sur,Chardonnay,2022,06,5904,24929916.0,16421645.78
Sur,Sauvignon Blanc,2022,06,3202,10743737.22,7393109.54
Norte,Cabernet Sauvignon,2022,07,6592,27300462.84,16413282.26
Norte,Merlot,2022,07,4300,12190990.54,9019191.71
Norte,Pinot Noir,2022,07,4331,27067893.87,20424438.34
Norte,Chardonnay,2022,07,5078,19906484.22,14490376.21
Norte,Sauvignon Blanc,2022,07,3661,11440763.34,8435934.27
Centro,Cabernet Sauvignon,2022,07,5556,23635177.12,15113587.65
Centro,Merlot,2022,07,3600,10754836.95,8363027.63
Centro,Pinot Noir,2022,07,3950,21170720.63,14112012.98
Centro,Chardonnay,2022,07,5138,19804576.52,13706544.09
Centro,Sauvignon Blanc,2022,07,3357,9705294.18,6879483.18
Sur,Cabernet Sauvignon,2022,07,6637,29272158.03,18355812.06
Sur,Merlot,2022,07,4184,12790219.49,9288553.29
Sur,Pinot Noir,2022,07,4036,22510552.11,16822736.79
Sur,Chardonnay,2022,07,5710,23702731.68,18372169.06
Sur,Sauvignon Blanc,2022,07,3394,10713605.45,6718943.47
Norte,Cabernet Sauvignon,2022,08,6303,25471297.79,15757987.44
Norte,Merlot,2022,08,4279,11958376.93,8766424.15
Norte,Pinot Noir,2022,08,4112,25019893.43,15982854.96
Norte,Chardonnay,2022,08,5444,19991324.49,14437837.82
Norte,Sauvignon Blanc,2022,08,3304,10324217.72,6283173.0
Centro,Cabernet Sauvignon,2022,08,5713,25947776.07,18157733.4
Centro,Merlot,2022,08,4225,12295762.37,8851202.13
Centro,Pinot Noir,2022,08,4674,30339880.95,21006448.42
Centro,Chardonnay,2022,08,5334,20109062.96,13952384.9
Centro,Sauvignon Blanc,2022,08,3250,9734934.13,5959342.48
Sur,Cabernet Sauvignon,2022,08,5548,22538611.58,15625121.14
Sur,Merlot,2022,08,4208,12745674.0,10056372.82
Sur,Pinot Noir,2022,08,4154,25504500.93,20308114.46
Sur,Chardonnay,2022,08,5747,23463458.31,17839836.69
Sur,Sauvignon Blanc,2022,08,3372,10247235.77,7667530.62
Norte,Cabernet Sauvignon,2022,09,6319,25153341.49,17157954.85
Norte,Merlot,2022,09,3877,12222337.79,9441019.58
Norte,Pinot Noir,2022,09,4086,24117126.5,15017759.74
Norte,Chardonnay,2022,09,5471,22250937.63,16684808.26
Norte,Sauvignon Blanc,2022,09,3471,10016039.62,7670266.05
Centro,Cabernet Sauvignon,2022,09,6432,29216523.97,19637560.15
Centro,Merlot,2022,09,4373,12283444.45,8722562.33
Centro,Pinot Noir,2022,09,3974,24056830.09,16093795.33
Centro,Chardonnay,2022,09,5409,21502493.9,16054734.39
Centro,Sauvignon Blanc,2022,09,3200,10297227.87,8047270.53
Sur,Cabernet Sauvignon,2022,09,6254,24422406.04,19177373.51
Sur,Merlot,2022,09,4263,12896698.47,9707793.29
Sur,Pinot Noir,2022,09,4650,26380170.99,16071888.72
Sur,Chardonnay,2022,09,5120,21811774.24,14449445.94
Sur,Sauvignon Blanc,2022,09,3638,10995295.31,8331269.37
Norte,Cabernet Sauvignon,2022,10,5630,26284767.86,19073797.41
Norte,Merlot,2022,10,4132,12493736.78,8277277.1
Norte,Pinot Noir,2022,10,4410,26796320.06,16419998.16
Norte,Chardonnay,2022,10,5503,20730777.33,13400475.25
Norte,Sauvignon Blanc,2022,10,3181,10039371.61,8017243.3
Centro,Cabernet Sauvignon,2022,10,5614,25073945.32,19375840.77
Centro,Merlot,2022,10,4393,12946245.58,8602125.21
Centro,Pinot Noir,2022,10,4165,23145914.59,15347263.57
Centro,Chardonnay,2022,10,5918,21486500.89,13454671.13
Centro,Sauvignon Blanc,2022,10,3167,9528404.25,5904893.51
Sur,Cabernet Sauvignon,2022,10,5638,22632341.67,16803702.7
Sur,Merlot,2022,10,3666,11008215.38,7016569.62
Sur,Pinot Noir,2022,10,4322,23476122.84,15553897.82
Sur,Chardonnay,2022,10,5543,23421496.19,14133578.84
Sur,Sauvignon Blanc,2022,10,3560,10429822.32,7629525.38
Norte,Cabernet Sauvignon,2022,11,6274,26084228.18,20148536.55
Norte,Merlot,2022,11,4335,13404252.39,9310748.79
Norte,Pinot Noir,2022,11,4095,24479072.56,18073285.07
Norte,Chardonnay,2022,11,5157,22682711.86,17059316.63
Norte,Sauvignon Blanc,2022,11,3242,9925285.66,7319794.92
Centro,Cabernet Sauvignon,2022,11,5842,24485329.84,16812632.53
Centro,Merlot,2022,11,3607,11054467.89,6801403.6
Centro,Pinot Noir,2022,11,4041,26176025.48,16584527.51
Centro,Chardonnay,2022,11,5552,21671168.69,15981788.82
Centro,Sauvignon Blanc,2022,11,3636,11479396.57,7745932.51
Sur,Cabernet Sauvignon,2022,11,5544,24374924.05,17588159.32
Sur,Merlot,2022,11,4125,13333005.08,9141273.22
Sur,Pinot Noir,2022,11,4300,24556394.55,18898457.68
Sur,Chardonnay,2022,11,5062,20022935.18,12615236.64
Sur,Sauvignon Blanc,2022,11,3594,10599179.69,8051896.22
Norte,Cabernet Sauvignon,2022,12,6593,29824390.85,22110971.64
Norte,Merlot,2022,12,4037,11998274.02,8121485.11
Norte,Pinot Noir,2022,12,4376,23856428.68,14792435.55
Norte,Chardonnay,2022,12,5793,21543175.52,15479600.37
Norte,Sauvignon Blanc,2022,12,3698,11963167.58,8330829.77
Centro,Cabernet Sauvignon,2022,12,6205,26393450.7,19997060.92
Centro,Merlot,2022,12,4331,13264219.33,8322865.04
Centro,Pinot Noir,2022,12,4019,23638445.91,17460569.36
Centro,Chardonnay,2022,12,5712,22196481.08,16719487.4
Centro,Sauvignon Blanc,2022,12,3499,11228034.54,7599195.42
Sur,Cabernet Sauvignon,2022,12,6028,25993299.73,16560835.31
Sur,Merlot,2022,12,3767,11500275.79,8958113.74
Sur,Pinot Noir,2022,12,4672,25668847.35,16991173.99
Sur,Chardonnay,2022,12,5983,22373163.91,14718064.3
Sur,Sauvignon Blanc,2022,12,3320,10902180.33,8257103.3
Norte,Cabernet Sauvignon,2023,01,6050,33794428.98,25098824.94
Norte,Merlot,2023,01,4375,15476284.3,12024021.6
Norte,Pinot Noir,2023,01,5434,40778449.32,29762041.94
Norte,Chardonnay,2023,01,5406,23822814.06,14777488.19
Norte,Sauvignon Blanc,2023,01,3391,10753377.43,6879034.47
Centro,Cabernet Sauvignon,2023,01,6207,29475330.29,18404588.53
Centro,Merlot,2023,01,4173,14090807.7,9905858.08
Centro,Pinot Noir,2023,01,4704,35273096.1,26582844.0
Centro,Chardonnay,2023,01,6058,26633327.26,19517049.95
Centro,Sauvignon Blanc,2023,01,3834,14369773.61,9620877.93
Sur,Cabernet Sauvignon,2023,01,6780,33180715.11,21041780.19
Sur,Merlot,2023,01,3994,13286736.83,9539017.4
Sur,Pinot Noir,2023,01,5199,36459295.43,23437333.07
Sur,Chardonnay,2023,01,6343,29596551.12,22631125.53
Sur,Sauvignon Blanc,2023,01,3422,12916594.42,9591941.84
Norte,Cabernet Sauvignon,2023,02,6156,29337965.28,19827493.71
Norte,Merlot,2023,02,3825,13648359.58,8922591.5
Norte,Pinot Noir,2023,02,5604,46180162.5,30676245.05
Norte,Chardonnay,2023,02,6496,30916840.13,24166692.1
Norte,Sauvignon Blanc,2023,02,3707,12393438.63,8530592.22
Centro,Cabernet Sauvignon,2023,02,6112,31493942.86,22954281.94
Centro,Merlot,2023,02,3738,13171969.6,9062902.11
Centro,Pinot Noir,2023,02,4852,36291971.47,25842084.25
Centro,Chardonnay,2023,02,6081,26954526.62,18814001.81
Centro,Sauvignon Blanc,2023,02,3239,11617284.64,7827993.0
Sur,Cabernet Sauvignon,2023,02,6680,32213442.55,20710439.79
Sur,Merlot,2023,02,3639,13206212.59,7967687.1
Sur,Pinot Noir,2023,02,5311,38751593.77,29740641.97
Sur,Chardonnay,2023,02,6075,29506649.94,23462101.04
Sur,Sauvignon Blanc,2023,02,3243,11877243.67,8581262.48
Norte,Cabernet Sauvignon,2023,03,6910,37008626.57,28246844.68
Norte,Merlot,2023,03,3959,13532355.12,10048462.61
Norte,Pinot Noir,2023,03,4925,41083233.73,30535366.84
Norte,Chardonnay,2023,03,6421,33446290.59,24122946.22
Norte,Sauvignon Blanc,2023,03,3695,12520893.68,8611782.56
Centro,Cabernet Sauvignon,2023,03,6432,34739029.9,25719379.43
Centro,Merlot,2023,03,4167,14164181.75,9634004.6
Centro,Pinot Noir,2023,03,5640,45340295.74,32471467.45
Centro,Chardonnay,2023,03,5644,26854038.7,19582481.75
Centro,Sauvignon Blanc,2023,03,3418,10884283.37,8247485.23
Sur,Cabernet Sauvignon,2023,03,6175,32771232.26,20337481.76
Sur,Merlot,2023,03,3679,13424352.65,10130373.58
Sur,Pinot Noir,2023,03,5589,39917567.65,28580058.06
Sur,Chardonnay,2023,03,6475,28823363.4,19768427.8
Sur,Sauvignon Blanc,2023,03,3154,10773209.47,6583571.76
Norte,Cabernet Sauvignon,2023,04,6626,34841109.44,27726771.61
Norte,Merlot,2023,04,3702,12948995.24,9183468.61
Norte,Pinot Noir,2023,04,5470,38876837.97,24886869.05
Norte,Chardonnay,2023,04,5462,25368374.35,19462775.6
Norte,Sauvignon Blanc,2023,04,3280,11346547.45,8388076.12
Centro,Cabernet Sauvignon,2023,04,6712,37723674.54,25719537.86
Centro,Merlot,2023,04,3949,14263117.14,10502829.44
Centro,Pinot Noir,2023,04,5544,44390636.83,30532626.63
Centro,Chardonnay,2023,04,6328,30418601.97,23372822.07
Centro,Sauvignon Blanc,2023,04,3202,10244609.79,7082915.59
Sur,Cabernet Sauvignon,2023,04,7129,34181841.35,20555195.12
Sur,Merlot,2023,04,4246,14969752.81,11591067.29
Sur,Pinot Noir,2023,04,5153,41925856.64,26632828.55
Sur,Chardonnay,2023,04,5545,29488423.66,21675027.49
Sur,Sauvignon Blanc,2023,04,3278,12267484.22,9084870.54
Norte,Cabernet Sauvignon,2023,05,7219,37976481.34,23962553.68
Norte,Merlot,2023,05,4352,13688550.35,9362038.02
Norte,Pinot Noir,2023,05,5088,40305615.17,28501611.94
Norte,Chardonnay,2023,05,5708,24903259.07,19257368.68
Norte,Sauvignon Blanc,2023,05,3356,11851409.32,8074954.97
Centro,Cabernet Sauvignon,2023,05,7011,33414682.39,24557170.44
Centro,Merlot,2023,05,4245,15256007.05,10356098.65
Centro,Pinot Noir,2023,05,4740,32867194.73,25254666.6
Centro,Chardonnay,2023,05,5780,30720406.18,22995394.02
Centro,Sauvignon Blanc,2023,05,3397,12816692.32,8180467.57
Sur,Cabernet Sauvignon,2023,05,6598,32155764.65,23599758.0
Sur,Merlot,2023,05,4251,14798927.59,10015518.55
Sur,Pinot Noir,2023,05,4876,37647956.86,27018392.83
Sur,Chardonnay,2023,05,5594,27017594.21,17358002.72
Sur,Sauvignon Blanc,2023,05,3721,12413191.61,9652165.5
Norte,Cabernet Sauvignon,2023,06,6581,35692554.41,27760449.25
Norte,Merlot,2023,06,4137,14477242.65,9474022.88
Norte,Pinot Noir,2023,06,5660,45214154.41,32803869.25
Norte,Chardonnay,2023,06,5875,27979513.62,20286592.61
Norte,Sauvignon Blanc,2023,06,3185,10087295.09,7956038.66
Centro,Cabernet Sauvignon,2023,06,6466,31375484.63,22930498.28
Centro,Merlot,2023,06,3970,13201261.83,9451149.67
Centro,Pinot Noir,2023,06,4858,34448976.76,21478484.23
Centro,Chardonnay,2023,06,6353,30143094.53,23094218.83
Centro,Sauvignon Blanc,2023,06,3617,12845079.17,8774358.77
Sur,Cabernet Sauvignon,2023,06,7284,35970850.6,26157581.95
Sur,Merlot,2023,06,4125,14499245.45,9173943.36
Sur,Pinot Noir,2023,06,5570,39243676.52,30903230.52
Sur,Chardonnay,2023,06,5468,24804782.61,15811850.52
Sur,Sauvignon Blanc,2023,06,3297,11757265.22,7495860.5
Norte,Cabernet Sauvignon,2023,07,6397,29872519.29,23659199.55
Norte,Merlot,2023,07,3941,12362461.24,9454859.32
Norte,Pinot Noir,2023,07,5108,38078893.57,29513583.89
Norte,Chardonnay,2023,07,5875,31009129.81,24182922.86
Norte,Sauvignon Blanc,2023,07,3221,11344681.65,7285018.52
Centro,Cabernet Sauvignon,2023,07,6932,36762490.16,27459651.2
Centro,Merlot,2023,07,3724,13139049.36,10214248.63
Centro,Pinot Noir,2023,07,4995,36200925.04,22531027.73
Centro,Chardonnay,2023,07,5469,27275437.64,21779233.18
Centro,Sauvignon Blanc,2023,07,3310,10999905.92,7910810.1
Sur,Cabernet Sauvignon,2023,07,6649,37447777.23,28702226.16
Sur,Merlot,2023,07,3975,12600513.9,9279074.84
Sur,Pinot Noir,2023,07,5031,36039048.97,23246846.96
Sur,Chardonnay,2023,07,5911,26675354.94,21251399.57
Sur,Sauvignon Blanc,2023,07,3243,10772912.83,8442017.46
Norte,Cabernet Sauvignon,2023,08,7290,40359445.14,30048920.72
Norte,Merlot,2023,08,4079,14671494.68,8874403.11
Norte,Pinot Noir,2023,08,4710,38661026.68,26450560.07
Norte,Chardonnay,2023,08,5617,26584415.7,18185756.1
Norte,Sauvignon Blanc,2023,08,3458,12829014.57,10228994.98
Centro,Cabernet Sauvignon,2023,08,7257,34170802.79,27327725.49
Centro,Merlot,2023,08,4164,13399407.58,10549354.11
Centro,Pinot Noir,2023,08,4796,34208620.83,23175650.43
Centro,Chardonnay,2023,08,5529,27467139.85,17269892.87
Centro,Sauvignon Blanc,2023,08,3397,10748996.08,8476190.17
Sur,Cabernet Sauvignon,2023,08,7315,38828402.76,26515822.42
Sur,Merlot,2023,08,4315,14533216.1,9963555.29
Sur,Pinot Noir,2023,08,5156,43075442.59,31153263.14
Sur,Chardonnay,2023,08,6412,33074819.63,24217804.88
Sur,Sauvignon Blanc,2023,08,3174,11892106.84,8621868.8
Norte,Cabernet Sauvignon,2023,09,6947,32979678.07,23053911.05
Norte,Merlot,2023,09,3913,14153064.13,10062821.43
Norte,Pinot Noir,2023,09,5084,36345570.06,27120863.98
Norte,Chardonnay,2023,09,6390,29290229.92,20114050.63
Norte,Sauvignon Blanc,2023,09,3777,12760422.19,9905830.55
Centro,Cabernet Sauvignon,2023,09,6540,31757804.33,24248422.57
Centro,Merlot,2023,09,4257,14085479.91,9769217.68
Centro,Pinot Noir,2023,09,4923,35994564.02,21830557.23
Centro,Chardonnay,2023,09,5398,24988200.08,15507377.46
Centro,Sauvignon Blanc,2023,09,3443,10734617.29,6499600.95
Sur,Cabernet Sauvignon,2023,09,6868,34682282.87,23797909.66
Sur,Merlot,2023,09,4295,12908750.01,8698814.2
Sur,Pinot Noir,2023,09,4711,38038865.22,30205733.27
Sur,Chardonnay,2023,09,5913,31284195.1,20339632.26
Sur,Sauvignon Blanc,2023,09,3699,13186848.7,9163747.56
Norte,Cabernet Sauvignon,2023,10,7308,41298077.25,25571768.9
Norte,Merlot,2023,10,4065,13461202.48,9820445.1
Norte,Pinot Noir,2023,10,5670,43919254.0,29273819.95
Norte,Chardonnay,2023,10,6521,30879952.11,22999430.04
Norte,Sauvignon Blanc,2023,10,3693,12907751.13,9364802.17
Centro,Cabernet Sauvignon,2023,10,6642,32324926.55,23313889.13
Centro,Merlot,2023,10,4114,14656379.91,9055944.09
Centro,Pinot Noir,2023,10,5311,39945601.46,30396784.25
Centro,Chardonnay,2023,10,6136,27594687.31,18056927.19
Centro,Sauvignon Blanc,2023,10,3315,12375391.21,9278459.81
Sur,Cabernet Sauvignon,2023,10,6989,36513898.6,27156892.01
Sur,Merlot,2023,10,4118,12508464.73,8277320.9
Sur,Pinot Noir,2023,10,5630,46945606.2,33053579.68
Sur,Chardonnay,2023,10,5905,27420810.45,18305879.58
Sur,Sauvignon Blanc,2023,10,3186,11949606.92,7740563.18
Norte,Cabernet Sauvignon,2023,11,6643,37595347.03,27701329.67
Norte,Merlot,2023,11,3982,11926256.66,8640442.61
Norte,Pinot Noir,2023,11,4928,38666169.33,28393969.13
Norte,Chardonnay,2023,11,6582,28727479.82,22591089.8
Norte,Sauvignon Blanc,2023,11,3654,11860484.3,8777941.39
Centro,Cabernet Sauvignon,2023,11,6843,36318598.59,24619705.1
Centro,Merlot,2023,11,3972,12368191.87,7500672.96
Centro,Pinot Noir,2023,11,5201,41007329.86,25430791.92
Centro,Chardonnay,2023,11,6293,27869508.74,19401858.29
Centro,Sauvignon Blanc,2023,11,3452,12682898.38,8676808.65
Sur,Cabernet Sauvignon,2023,11,6660,34073256.67,25063151.44
Sur,Merlot,2023,11,4055,14274076.93,9112566.01
Sur,Pinot Noir,2023,11,5671,42500052.54,28806131.44
Sur,Chardonnay,2023,11,6354,31398047.48,22238100.73
Sur,Sauvignon Blanc,2023,11,3692,11740473.6,8401089.83
Norte,Cabernet Sauvignon,2023,12,6062,32370146.63,24788488.13
Norte,Merlot,2023,12,3602,12676800.71,8534877.23
Norte,Pinot Noir,2023,12,5574,41882273.03,28836659.12
Norte,Chardonnay,2023,12,6329,33436112.32,22889176.33
Norte,Sauvignon Blanc,2023,12,3302,11720000.35,8586744.21
Centro,Cabernet Sauvignon,2023,12,6302,34700099.95,27703262.27
Centro,Merlot,2023,12,4376,13880809.05,10288461.8
Centro,Pinot Noir,2023,12,5589,45474990.65,33473863.16
Centro,Chardonnay,2023,12,6468,32649112.14,23358538.52
Centro,Sauvignon Blanc,2023,12,3717,12061561.86,7748287.83
Sur,Cabernet Sauvignon,2023,12,6532,34779636.18,25983400.12
Sur,Merlot,2023,12,4246,13156836.97,10394201.37
Sur,Pinot Noir,2023,12,5430,38771728.34,24423539.66
Sur,Chardonnay,2023,12,6125,28435387.36,17532032.4
Sur,Sauvignon Blanc,2023,12,3707,14109300.27,11001142.0
Norte,Cabernet Sauvignon,2024,01,7239,40937697.96,31597965.6
Norte,Merlot,2024,01,3856,13837716.71,9549869.84
Norte,Pinot Noir,2024,01,6616,61911273.67,47625391.35
Norte,Chardonnay,2024,01,6364,39947063.24,31036167.84
Norte,Sauvignon Blanc,2024,01,3405,12511142.52,8973000.3
Centro,Cabernet Sauvignon,2024,01,6982,41999481.41,27688401.9
Centro,Merlot,2024,01,4165,16578880.65,12522613.8
Centro,Pinot Noir,2024,01,5845,64231170.3,51008837.39
Centro,Chardonnay,2024,01,6835,38398649.46,28858483.23
Centro,Sauvignon Blanc,2024,01,3333,13383707.33,8852718.7
Sur,Cabernet Sauvignon,2024,01,7487,47594297.43,33668213.17
Sur,Merlot,2024,01,4202,14759128.17,10830147.62
Sur,Pinot Noir,2024,01,5751,53210926.67,41493226.03
Sur,Chardonnay,2024,01,7031,40314895.27,26375212.13
Sur,Sauvignon Blanc,2024,01,3311,12823599.61,9895630.04
Norte,Cabernet Sauvignon,2024,02,7989,50441009.72,31468503.73
Norte,Merlot,2024,02,4047,14738490.78,11710475.74
Norte,Pinot Noir,2024,02,6403,62005127.1,47456298.51
Norte,Chardonnay,2024,02,6636,40817628.31,25664414.13
Norte,Sauvignon Blanc,2024,02,3457,14358497.36,11371876.31
Centro,Cabernet Sauvignon,2024,02,7497,43275632.33,31599749.81
Centro,Merlot,2024,02,4081,14462885.78,11551231.63
Centro,Pinot Noir,2024,02,6335,59344853.58,40074402.78
Centro,Chardonnay,2024,02,6172,35227003.6,22683363.08
Centro,Sauvignon Blanc,2024,02,3848,14711763.13,11712916.87
Sur,Cabernet Sauvignon,2024,02,6796,45937318.05,31804742.89
Sur,Merlot,2024,02,4145,14489735.23,9200489.7
Sur,Pinot Noir,2024,02,5747,59630279.91,45245254.03
Sur,Chardonnay,2024,02,6293,35969475.67,27468993.8
Sur,Sauvignon Blanc,2024,02,3505,12313834.56,8244267.95
Norte,Cabernet Sauvignon,2024,03,7014,39531763.26,26948362.66
Norte,Merlot,2024,03,3727,12530768.1,8425104.76
Norte,Pinot Noir,2024,03,6444,61400274.74,43580590.99
Norte,Chardonnay,2024,03,7102,43295163.65,28574993.26
Norte,Sauvignon Blanc,2024,03,3452,12020437.78,7830751.03
Centro,Cabernet Sauvignon,2024,03,7659,43667008.24,31137100.51
Centro,Merlot,2024,03,3616,12658814.56,8689382.09
Centro,Pinot Noir,2024,03,6427,69185631.13,51587288.95
Centro,Chardonnay,2024,03,6667,35447136.7,24473572.99
Centro,Sauvignon Blanc,2024,03,3694,14495463.83,8845207.49
Sur,Cabernet Sauvignon,2024,03,6600,37173103.32,28621611.3
Sur,Merlot,2024,03,4148,14675091.88,9175158.12
Sur,Pinot Noir,2024,03,6418,62685041.05,47144493.25
Sur,Chardonnay,2024,03,6536,41317283.99,29275835.18
Sur,Sauvignon Blanc,2024,03,3728,13728781.55,9407370.19
Norte,Cabernet Sauvignon,2024,04,7292,45685928.37,28640513.96
Norte,Merlot,2024,04,3643,12547023.62,8004745.54
Norte,Pinot Noir,2024,04,5841,55118570.25,35396614.12
Norte,Chardonnay,2024,04,7188,45188134.56,30792701.64
Norte,Sauvignon Blanc,2024,04,3587,13081738.34,8549764.16
Centro,Cabernet Sauvignon,2024,04,6794,42885428.8,28494087.71
Centro,Merlot,2024,04,3777,14312136.62,9191548.78
Centro,Pinot Noir,2024,04,6685,69241214.42,45696840.57
Centro,Chardonnay,2024,04,6325,33087500.72,22749695.53
Centro,Sauvignon Blanc,2024,04,3341,11913117.54,8914453.99
Sur,Cabernet Sauvignon,2024,04,7629,46025647.34,32458375.86
Sur,Merlot,2024,04,4384,16702178.28,12477615.26
Sur,Pinot Noir,2024,04,6466,71035702.43,51568188.85
Sur,Chardonnay,2024,04,6307,35931679.69,22962793.59
Sur,Sauvignon Blanc,2024,04,3422,13076725.15,8775450.5
Norte,Cabernet Sauvignon,2024,05,7069,40212621.07,31769010.95
Norte,Merlot,2024,05,3658,12743143.9,7890095.01
Norte,Pinot Noir,2024,05,6249,60387497.68,48132989.55
Norte,Chardonnay,2024,05,7005,40301907.94,28983346.13
Norte,Sauvignon Blanc,2024,05,3842,13642874.18,8688674.29
Centro,Cabernet Sauvignon,2024,05,7226,44741860.43,34893228.52
Centro,Merlot,2024,05,4091,15293828.55,11176120.19
Centro,Pinot Noir,2024,05,5647,59692512.52,41600967.26
Centro,Chardonnay,2024,05,6088,37855626.38,28351380.27
Centro,Sauvignon Blanc,2024,05,3270,12121931.45,9648930.33
Sur,Cabernet Sauvignon,2024,05,7249,41583683.65,31893053.09
Sur,Merlot,2024,05,3832,15344705.68,9610149.09
Sur,Pinot Noir,2024,05,6769,70033597.97,43820799.73
Sur,Chardonnay,2024,05,6760,36815752.13,28832906.24
Sur,Sauvignon Blanc,2024,05,3804,14465008.91,8749758.57
Norte,Cabernet Sauvignon,2024,06,7458,50935251.58,31832411.36
Norte,Merlot,2024,06,4348,15337258.33,10117899.19
Norte,Pinot Noir,2024,06,6519,65972362.9,44160753.15
Norte,Chardonnay,2024,06,7148,40267895.32,31790660.04
Norte,Sauvignon Blanc,2024,06,3628,15171281.57,10768410.96
Centro,Cabernet Sauvignon,2024,06,7436,48587194.47,34688093.65
Centro,Merlot,2024,06,3648,14448831.68,11032137.02
Centro,Pinot Noir,2024,06,6090,58774299.94,46194237.17
Centro,Chardonnay,2024,06,6415,37776478.79,25996182.54
Centro,Sauvignon Blanc,2024,06,3215,13213268.11,8111264.85
Sur,Cabernet Sauvignon,2024,06,7453,45668942.57,32379302.41
Sur,Merlot,2024,06,3622,12026491.85,8519876.8
Sur,Pinot Noir,2024,06,6184,64467750.92,50833228.53
Sur,Chardonnay,2024,06,7148,37717431.47,23507767.87
Sur,Sauvignon Blanc,2024,06,3804,13316933.76,9059101.62
Norte,Cabernet Sauvignon,2024,07,6858,43666121.56,33792755.59
Norte,Merlot,2024,07,4372,15289855.44,10348266.88
Norte,Pinot Noir,2024,07,6111,59739940.14,37234467.27
Norte,Chardonnay,2024,07,6960,41812545.83,31261994.18
Norte,Sauvignon Blanc,2024,07,3794,13539020.39,9175793.29
Centro,Cabernet Sauvignon,2024,07,6949,39509840.18,24316672.68
Centro,Merlot,2024,07,4152,15609556.3,12037737.03
Centro,Pinot Noir,2024,07,6717,71989516.39,48940747.83
Centro,Chardonnay,2024,07,6492,35867506.36,21539530.67
Centro,Sauvignon Blanc,2024,07,3580,14634010.42,10414996.83
Sur,Cabernet Sauvignon,2024,07,7730,45502714.93,29192444.6
Sur,Merlot,2024,07,3938,14008261.86,10568652.46
Sur,Pinot Noir,2024,07,6332,64177605.28,39447929.81
Sur,Chardonnay,2024,07,5956,32181909.34,23288919.84
Sur,Sauvignon Blanc,2024,07,3240,12731849.49,8385232.96
Norte,Cabernet Sauvignon,2024,08,7977,50146696.37,31472078.68
Norte,Merlot,2024,08,4281,14407951.65,9299261.93
Norte,Pinot Noir,2024,08,6705,68650210.07,52289398.65
Norte,Chardonnay,2024,08,6199,34004554.85,26115755.73
Norte,Sauvignon Blanc,2024,08,3812,15061739.09,9953998.97
Centro,Cabernet Sauvignon,2024,08,7331,41136378.8,31191929.59
Centro,Merlot,2024,08,3872,14328943.79,10730014.04
Centro,Pinot Noir,2024,08,6451,61646514.89,37942566.26
Centro,Chardonnay,2024,08,6044,31772689.95,24095889.96
Centro,Sauvignon Blanc,2024,08,3749,13674362.73,10046103.26
Sur,Cabernet Sauvignon,2024,08,7972,53743437.37,35378608.32
Sur,Merlot,2024,08,4220,16277761.58,10608866.41
Sur,Pinot Noir,2024,08,6717,64443976.53,38798573.26
Sur,Chardonnay,2024,08,6062,32536877.96,23807435.0
Sur,Sauvignon Blanc,2024,08,3352,11838303.24,7400808.17
Norte,Cabernet Sauvignon,2024,09,8010,46869084.96,35137883.96
Norte,Merlot,2024,09,3800,14344073.64,8953919.43
Norte,Pinot Noir,2024,09,6412,66230459.5,49999016.22
Norte,Chardonnay,2024,09,6395,37252508.68,25707207.46
Norte,Sauvignon Blanc,2024,09,3470,13900302.67,9900852.16
Centro,Cabernet Sauvignon,2024,09,7991,47339875.4,29953699.63
Centro,Merlot,2024,09,4054,16097478.89,12598919.19
Centro,Pinot Noir,2024,09,5921,60907892.58,45062741.06
Centro,Chardonnay,2024,09,6111,34015342.8,25794493.71
Centro,Sauvignon Blanc,2024,09,3330,12700995.23,9686146.73
Sur,Cabernet Sauvignon,2024,09,7779,48711386.91,33628830.55
Sur,Merlot,2024,09,3662,14194458.74,10394061.18
Sur,Pinot Noir,2024,09,6215,66398765.03,44677552.46
Sur,Chardonnay,2024,09,6629,38647419.65,27894063.09
Sur,Sauvignon Blanc,2024,09,3216,12334122.61,8425019.77
